,category,concept_eng,concept,n_concept,n_concept_list,list,exemplar,count,avg_rank_order,dominance,min_rank,max_rank,first_occur,availability_montefinese,availability,outliers,classif,n_exemplars,llama3.1-70b,mixtral
138,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_di simulazione,13,6.461538461538462,0.40625,3,16,0.0,0.1612070655229361,0.1911747769424634,False,many_exemplars,17,5.8069329261779785,8.919053077697754
147,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_sparatutto,10,4.7,0.3125,1,12,0.09375,0.1648702716244706,0.1786685109255333,False,many_exemplars,17,5.615454196929932,7.294200420379639
137,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_di ruolo,9,3.222222222222222,0.28125,1,8,0.03125,0.168400474920653,0.1588678124775173,False,many_exemplars,17,5.936319828033447,9.256180763244629
134,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_di avventura,12,3.666666666666667,0.375,1,6,0.0625,0.2267853421250298,0.1441508756523135,False,many_exemplars,17,5.743721961975098,8.502456665039062
143,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_online,7,3.571428571428572,0.21875,1,8,0.09375,0.1217439238107253,0.1275213053637169,False,many_exemplars,17,5.996550559997559,9.340253829956055
145,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_platform,5,2.8,0.15625,1,7,0.03125,0.08499563258746672,0.09828174507201087,False,many_exemplars,17,5.894056797027588,9.098333358764648
144,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_per computer,4,2.5,0.125,1,7,0.09375,0.0940641198670198,0.09688308886633762,False,many_exemplars,17,6.17021369934082,9.424493789672852
140,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_di strategia,8,4.625,0.25,1,8,0.03125,0.09438917299961268,0.09438917299961268,False,many_exemplars,17,5.896308898925781,9.305611610412598
146,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_rpg,5,4.6,0.15625,1,10,0.03125,0.05989823410868844,0.08407464898507143,False,many_exemplars,17,5.736717224121094,9.01650619506836
136,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_di guerra,6,4.5,0.1875,2,9,0.0,0.05534936108515697,0.08153370896455636,False,many_exemplars,17,5.918481826782227,9.231735229492188
131,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_arcade,5,5.0,0.15625,1,10,0.0625,0.0654318122748687,0.08108530547696952,False,many_exemplars,17,5.762795925140381,9.045284271240234
132,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_con console,4,3.75,0.125,1,9,0.03125,0.05257948254778561,0.07540938372814816,False,many_exemplars,17,6.1583356857299805,9.274741172790527
141,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_fps,4,3.0,0.125,1,5,0.03125,0.05035606294706559,0.05753552388445807,False,many_exemplars,17,5.815605640411377,9.529325485229492
142,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_mmorpg,4,5.25,0.125,2,9,0.0,0.01839451789289832,0.04718817899941904,False,many_exemplars,17,5.541266441345215,8.487480163574219
133,HOBBIES,video game,VIDEOGIOCO,186,11,12,VIDEOGIOCO_di auto,4,4.75,0.125,2,7,0.0,0.01864084595462006,0.03892430458402131,False,many_exemplars,17,6.199306488037109,9.646660804748535
155,HOUSING BUILDINGS,kitchen,CUCINA,53,13,9,CUCINA_italiana,15,3.066666666666667,0.46875,1,10,0.21875,0.3592073276242332,0.3250605183922499,False,many_exemplars,13,5.7840681076049805,9.545363426208496
151,HOUSING BUILDINGS,kitchen,CUCINA,53,13,9,CUCINA_cinese,10,4.1,0.3125,2,9,0.0,0.161546962909326,0.1509519236883308,False,many_exemplars,13,5.945615291595459,8.923750877380371
160,HOUSING BUILDINGS,kitchen,CUCINA,53,13,9,CUCINA_vegetariana,8,4.875,0.25,2,14,0.0,0.09871117349549788,0.1437283178581094,False,many_exemplars,13,5.685643196105957,9.993218421936035
153,HOUSING BUILDINGS,kitchen,CUCINA,53,13,9,CUCINA_giapponese,9,4.777777777777778,0.28125,2,9,0.0,0.1180159736178383,0.1180159736178383,False,many_exemplars,13,5.591919422149658,7.834478378295898
149,HOUSING BUILDINGS,kitchen,CUCINA,53,13,9,CUCINA_ad angolo,6,1.666666666666667,0.1875,1,3,0.09375,0.1456589478780739,0.1166728869525284,False,many_exemplars,13,6.239822864532471,10.01240348815918
152,HOUSING BUILDINGS,kitchen,CUCINA,53,13,9,CUCINA_etnica,7,5.571428571428571,0.21875,1,12,0.03125,0.06597473921903456,0.1011991296242471,False,many_exemplars,13,6.041378974914551,9.330903053283691
158,HOUSING BUILDINGS,kitchen,CUCINA,53,13,9,CUCINA_tradizionale,5,3.4,0.15625,1,9,0.03125,0.07662807321054996,0.09885115143974137,False,many_exemplars,13,5.972156047821045,9.238451957702637
156,HOUSING BUILDINGS,kitchen,CUCINA,53,13,9,CUCINA_moderna,6,4.166666666666667,0.1875,1,8,0.03125,0.07838224513116444,0.09241029741011728,False,many_exemplars,13,6.289397716522217,9.663124084472656
159,HOUSING BUILDINGS,kitchen,CUCINA,53,13,9,CUCINA_vegana,5,6.0,0.15625,1,15,0.03125,0.05296963908844715,0.08875816083106093,False,many_exemplars,13,5.950129508972168,10.729774475097656
148,HOUSING BUILDINGS,kitchen,CUCINA,53,13,9,CUCINA_a gas,4,3.5,0.125,1,8,0.0625,0.06577901608403623,0.0772947319874044,False,many_exemplars,13,6.157120704650879,11.097463607788086
157,HOUSING BUILDINGS,kitchen,CUCINA,53,13,9,CUCINA_regionale,5,6.2,0.15625,2,13,0.0,0.037582575309627,0.07709953889125169,False,many_exemplars,13,6.144733905792236,10.686062812805176
150,HOUSING BUILDINGS,kitchen,CUCINA,53,13,9,CUCINA_ad isola,6,2.666666666666667,0.1875,1,4,0.03125,0.09888260744430873,0.07329533786144127,False,many_exemplars,13,6.240017890930176,10.404484748840332
154,HOUSING BUILDINGS,kitchen,CUCINA,53,13,9,CUCINA_indiana,5,7.0,0.15625,3,13,0.0,0.0153807175683749,0.05910452267997339,False,many_exemplars,13,6.404824256896973,9.184333801269531
163,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_a serramanico,13,1.923076923076923,0.40625,1,5,0.21875,0.3495498626647401,0.2900994772279882,False,many_exemplars,17,6.014276027679443,10.164483070373535
168,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_da cucina,10,2.1,0.3125,1,4,0.15625,0.2482077899312907,0.1946842053715698,False,many_exemplars,17,5.88236665725708,10.085848808288574
171,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_da pane,10,3.2,0.3125,1,6,0.09375,0.1969274295259123,0.1547141715202374,False,many_exemplars,17,6.129663944244385,9.868976593017578
175,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_seghettato,8,3.375,0.25,1,7,0.0625,0.1412166419150765,0.1326187556956745,False,many_exemplars,17,6.087523460388184,9.946436882019043
177,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_svizzero,9,4.0,0.28125,1,8,0.03125,0.1388343641372951,0.1283112425135851,False,many_exemplars,17,5.78840970993042,9.432933807373047
166,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_da carne,11,4.727272727272728,0.34375,2,8,0.0,0.1630548575488976,0.1259121017481015,False,many_exemplars,17,6.058562278747559,9.602109909057617
172,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_da pesce,8,3.75,0.25,1,7,0.03125,0.1159143620571922,0.104469516467573,False,many_exemplars,17,5.9500508308410645,10.9718599319458
169,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_da frutta,5,4.2,0.15625,1,10,0.03125,0.06014709966458456,0.08762071852512221,False,many_exemplars,17,5.932443618774414,10.391702651977539
164,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_da burro,7,4.0,0.21875,2,7,0.0,0.08000159914985222,0.08000159914985222,False,many_exemplars,17,6.0671563148498535,10.921706199645996
161,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_a farfalla,6,3.833333333333333,0.1875,1,7,0.03125,0.06926707714448202,0.07858525538190235,False,many_exemplars,17,5.677159786224365,10.638801574707031
162,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_a scatto,6,5.166666666666667,0.1875,2,9,0.0,0.05661847267161326,0.07815676590281204,False,many_exemplars,17,5.926196098327637,10.262843132019043
173,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_mannaia,5,6.4,0.15625,1,11,0.03125,0.03543370262366807,0.06041937489237671,False,many_exemplars,17,5.64821195602417,9.197370529174805
165,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_da caccia,4,3.0,0.125,2,5,0.0,0.0372346648232155,0.04819704220986776,False,many_exemplars,17,5.7970757484436035,9.140739440917969
174,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_multifunzione,4,3.5,0.125,1,5,0.03125,0.04090523074510802,0.04741107677577065,False,many_exemplars,17,5.799623012542725,8.984489440917969
167,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_da chef,5,4.2,0.15625,2,6,0.0,0.03550860828548106,0.04524051195400267,False,many_exemplars,17,6.069167613983154,10.19329833984375
176,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_spelucchino,5,5.6,0.15625,4,7,0.0,0.0132190565900414,0.02896573847770315,False,many_exemplars,17,5.885343074798584,9.580740928649902
170,KITCHENWARE,knife,COLTELLO,44,3,7,COLTELLO_da macellaio,4,6.0,0.125,4,8,0.0,0.005048640645505516,0.02754235490889051,False,many_exemplars,17,5.798017978668213,10.539421081542969
180,PLANTS,daisy,MARGHERITA,102,6,10,MARGHERITA_crisantemo,8,1.5,0.25,1,3,0.15625,0.2174447864613116,0.1791728869525284,False,many_exemplars,8,5.637302398681641,8.528350830078125
184,PLANTS,daisy,MARGHERITA,102,6,10,MARGHERITA_pizza,7,1.714285714285714,0.21875,1,3,0.125,0.1753344908411147,0.1411610767757707,False,many_exemplars,8,6.062322616577148,9.349987983703613
178,PLANTS,daisy,MARGHERITA,102,6,10,MARGHERITA_bianca,5,1.4,0.15625,1,3,0.125,0.1348948990430954,0.1281330888663376,False,many_exemplars,8,5.766181468963623,8.371009826660156
181,PLANTS,daisy,MARGHERITA,102,6,10,MARGHERITA_di campo,4,1.0,0.125,1,1,0.125,0.125,0.125,False,many_exemplars,8,6.161118030548096,8.80444049835205
179,PLANTS,daisy,MARGHERITA,102,6,10,MARGHERITA_comune,4,2.0,0.125,1,5,0.09375,0.09520550469444948,0.09688308886633762,False,many_exemplars,8,6.0037736892700195,9.732582092285156
182,PLANTS,daisy,MARGHERITA,102,6,10,MARGHERITA_fiore,6,1.666666666666667,0.1875,1,2,0.0625,0.1414104556883657,0.07503235546535048,False,many_exemplars,8,5.941007614135742,9.606067657470703
185,PLANTS,daisy,MARGHERITA,102,6,10,MARGHERITA_rosa,5,2.0,0.15625,1,3,0.03125,0.09389848049374752,0.06406778599562386,False,many_exemplars,8,5.799374103546143,10.299690246582031
183,PLANTS,daisy,MARGHERITA,102,6,10,MARGHERITA_gigante,4,2.0,0.125,1,3,0.03125,0.06702916012876603,0.05417288695252845,False,many_exemplars,8,5.866069316864014,8.722525596618652
191,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_a4,20,2.35,0.625,1,7,0.40625,0.5446522418026543,0.4607723427205477,False,many_exemplars,17,5.898359775543213,10.0759916305542
186,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_a quadretti,20,4.9,0.625,2,11,0.0,0.4112204322558812,0.3050447444228745,False,many_exemplars,17,6.082934856414795,10.391365051269531
187,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_a righe,17,5.058823529411764,0.53125,1,12,0.125,0.3296584532794999,0.2819055040444371,False,many_exemplars,17,6.283818244934082,10.802700996398926
194,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_bianco,13,4.461538461538462,0.40625,1,10,0.09375,0.2433940620017932,0.2165580928751531,False,many_exemplars,17,6.006102085113525,9.985201835632324
198,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_di carta,8,3.375,0.25,1,9,0.125,0.1566235396688653,0.161937208112581,False,many_exemplars,17,6.184848785400391,9.763322830200195
190,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_a3,14,3.285714285714286,0.4375,2,5,0.0,0.2962193778479763,0.1365633418039118,False,many_exemplars,17,5.916654109954834,10.198299407958984
195,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_colorato,8,5.25,0.25,2,11,0.0,0.08706292566000645,0.1127350503562592,False,many_exemplars,17,6.446828365325928,10.745976448059082
192,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_a5,10,4.1,0.3125,2,6,0.0,0.1561729277971724,0.1015856818652482,False,many_exemplars,17,5.97555685043335,10.223918914794922
189,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_a2,7,3.571428571428572,0.21875,2,6,0.0,0.09071041557591128,0.0776386274898346,False,many_exemplars,17,6.03270149230957,10.454627990722656
188,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_a1,4,3.0,0.125,2,6,0.0,0.04422857599381961,0.06231593063261193,False,many_exemplars,17,6.085763454437256,10.32861328125
199,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_di cartone,6,4.666666666666667,0.1875,2,7,0.0,0.04552527468174388,0.05556342498332578,False,many_exemplars,17,6.311839580535889,10.447680473327637
201,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_protocollo,5,4.0,0.15625,3,6,0.0,0.03268861818149003,0.04376418850035454,False,many_exemplars,17,6.215434551239014,10.72693920135498
197,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_da disegno,5,7.2,0.15625,6,11,0.0,0.006380526115184677,0.04067961577874125,False,many_exemplars,17,6.013997554779053,10.806154251098633
202,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_ruvido,4,9.0,0.125,2,12,0.0,0.01456255613696238,0.03637975264068047,False,many_exemplars,17,6.17229700088501,12.135462760925293
200,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_liscio,4,9.0,0.125,3,13,0.0,0.006829801136928678,0.03577362689713495,False,many_exemplars,17,6.074639797210693,11.726768493652344
193,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_a6,4,5.0,0.125,3,7,0.0,0.01411668244645771,0.0353011165052322,False,many_exemplars,17,5.989945411682129,10.163681983947754
196,STATIONERY,sheet,FOGLIO,66,4,12,FOGLIO_con i buchi,4,8.25,0.125,6,11,0.0,0.001072710001416172,0.02585286225839169,False,many_exemplars,17,6.595553398132324,11.126611709594727
213,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_elettrica,15,5.533333333333333,0.46875,1,16,0.09375,0.2784994211687505,0.2852555933690743,False,many_exemplars,20,5.898192405700684,9.630128860473633
221,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_suv,13,4.076923076923077,0.40625,1,9,0.03125,0.2435409432914378,0.1982157471665918,False,many_exemplars,20,6.053122043609619,10.009272575378418
204,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_a benzina,8,9.25,0.25,3,40,0.0,0.06875631977733405,0.1780875921072803,False,many_exemplars,20,6.144106388092041,9.925311088562012
218,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_monovolume,10,4.2,0.3125,1,10,0.09375,0.1775590024916377,0.1775590024916377,False,many_exemplars,20,6.261638641357422,9.516030311584473
216,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_ibrida,12,5.416666666666667,0.375,1,11,0.03125,0.1756288091749604,0.165314677427475,False,many_exemplars,20,6.211451053619385,9.985477447509766
211,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_da corsa,10,5.1,0.3125,1,11,0.09375,0.1563437031650831,0.1631322453103602,False,many_exemplars,20,6.096615791320801,10.195473670959473
219,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_sportiva,10,5.6,0.3125,1,12,0.03125,0.1419627899153417,0.1567303914981414,False,many_exemplars,20,6.320686340332031,10.156876564025879
207,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_berlina,9,5.666666666666667,0.28125,1,12,0.0625,0.1273251785883454,0.1447924998687111,False,many_exemplars,20,5.954623222351074,9.515142440795898
208,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_citycar,7,4.857142857142857,0.21875,1,13,0.09375,0.1121587449607738,0.1357293067590425,False,many_exemplars,20,6.244508743286133,9.821056365966797
203,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_4x4,6,9.833333333333334,0.1875,1,33,0.0625,0.07825516550928255,0.1266427102137784,False,many_exemplars,20,6.041035175323486,9.509208679199219
222,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_utilitaria,6,4.333333333333333,0.1875,1,12,0.03125,0.0793532922569957,0.1136848584321894,False,many_exemplars,20,6.439156532287598,9.487476348876953
206,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_a metano,5,13.0,0.15625,2,41,0.0,0.02927392385067043,0.0996081098079092,False,many_exemplars,20,6.457364082336426,11.367765426635742
209,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_coupé,7,3.857142857142857,0.21875,2,8,0.0,0.08677722677579128,0.09754831241710406,False,many_exemplars,20,6.020040988922119,9.849530220031738
220,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_station wagon,7,5.714285714285714,0.21875,2,11,0.0,0.06187180311885637,0.0928765869046646,False,many_exemplars,20,5.925934314727783,9.365058898925781
215,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_fuoristrada,7,5.0,0.21875,1,8,0.03125,0.06912123403327199,0.07776892828520297,False,many_exemplars,20,5.6932597160339355,8.466836929321289
205,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_a gpl,4,14.75,0.125,3,39,0.0,0.00820652277867856,0.07140898119057353,False,many_exemplars,20,6.348067760467529,11.273752212524414
212,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_decappottabile,8,4.75,0.25,2,7,0.0,0.08140560991729456,0.06905186769574388,False,many_exemplars,20,6.1575517654418945,11.158000946044922
210,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_crossover,5,6.2,0.15625,3,12,0.0,0.01904478332531399,0.06236286496857209,False,many_exemplars,20,6.301120758056641,8.658161163330078
217,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_limousine,5,6.0,0.15625,2,11,0.0,0.02694321778914005,0.06233672407662037,False,many_exemplars,20,5.9539666175842285,8.953720092773438
214,VEHICLES,car,AUTOMOBILE,9,10,1,AUTOMOBILE_familiare,4,3.25,0.125,1,6,0.03125,0.04541461054740227,0.05929052893411976,False,many_exemplars,20,6.261622905731201,9.96804428100586
223,ANIMALS,cock,GALLO,73,8,12,GALLO_cedrone,17,1.058823529411765,0.53125,1,2,0.5,0.5270657577205459,0.5031330888663376,False,few_exemplars,2,6.203991889953613,10.834549903869629
224,ANIMALS,cock,GALLO,73,8,12,GALLO_nero,5,2.0,0.15625,1,3,0.03125,0.09389848049374752,0.06406778599562386,False,few_exemplars,2,6.060822010040283,11.13826847076416
227,BODY PARTS,brain,CERVELLO,36,5,1,CERVELLO_umano,15,1.4,0.46875,1,4,0.375,0.4431040497273488,0.3993947796088251,False,few_exemplars,3,6.100462913513184,8.939701080322266
225,BODY PARTS,brain,CERVELLO,36,5,1,CERVELLO_animale,13,2.153846153846154,0.40625,1,4,0.0625,0.3290791354464969,0.1952612866689836,False,few_exemplars,3,6.198563575744629,9.817188262939453
226,BODY PARTS,brain,CERVELLO,36,5,1,CERVELLO_rettiliano,4,1.5,0.125,1,2,0.0625,0.09153493877255696,0.06876617773267524,False,few_exemplars,3,6.1535844802856445,9.932815551757812
230,CLOTHES,waistcoat,GILET,78,2,10,GILET_doppiopetto,12,2.75,0.375,1,8,0.09375,0.2825865675694587,0.2524236184369505,False,few_exemplars,6,5.734297752380371,8.683209419250488
232,CLOTHES,waistcoat,GILET,78,2,10,GILET_monopetto,10,2.3,0.3125,1,7,0.1875,0.2513575983830871,0.2378289576094836,False,few_exemplars,6,6.215965270996094,11.02592658996582
231,CLOTHES,waistcoat,GILET,78,2,10,GILET_elegante,5,1.8,0.15625,1,3,0.0625,0.1075639533435302,0.08542288695252845,False,few_exemplars,6,6.030406951904297,9.447919845581055
229,CLOTHES,waistcoat,GILET,78,2,10,GILET_di lana,4,1.5,0.125,1,2,0.0625,0.09153493877255696,0.06876617773267524,False,few_exemplars,6,6.4129862785339355,10.389026641845703
233,CLOTHES,waistcoat,GILET,78,2,10,GILET_smanicato,5,2.8,0.15625,1,4,0.03125,0.06986524192911894,0.05877786847516278,False,few_exemplars,6,6.097068786621094,9.119656562805176
228,CLOTHES,waistcoat,GILET,78,2,10,GILET_di jeans,4,1.75,0.125,1,2,0.03125,0.07480240815883546,0.04064926659901285,False,few_exemplars,6,6.3188395500183105,10.8132905960083
236,FOODS,cereal,CEREALE,35,12,10,CEREALE_grano,20,2.2,0.625,1,5,0.28125,0.5475684406046537,0.3986747991986371,False,few_exemplars,9,5.798550128936768,10.083553314208984
234,FOODS,cereal,CEREALE,35,12,10,CEREALE_avena,21,3.619047619047619,0.65625,1,9,0.15625,0.4990725797545739,0.3626378344148798,False,few_exemplars,9,5.746514797210693,9.116508483886719
235,FOODS,cereal,CEREALE,35,12,10,CEREALE_farro,19,3.105263157894737,0.59375,1,8,0.125,0.4650320256776683,0.344005268401798,False,few_exemplars,9,5.933551788330078,9.458235740661621
239,FOODS,cereal,CEREALE,35,12,10,CEREALE_orzo,16,3.3125,0.5,1,6,0.125,0.3626557312680729,0.2303526355363171,False,few_exemplars,9,5.959810256958008,10.41068172454834
237,FOODS,cereal,CEREALE,35,12,10,CEREALE_mais,16,3.625,0.5,1,6,0.03125,0.3429688937236672,0.1850684535952332,False,few_exemplars,9,6.08055305480957,10.754446983337402
242,FOODS,cereal,CEREALE,35,12,10,CEREALE_segale,12,4.666666666666667,0.375,2,7,0.0,0.1901855200482657,0.1220792651057326,False,few_exemplars,9,6.220057010650635,9.26109790802002
241,FOODS,cereal,CEREALE,35,12,10,CEREALE_riso,11,3.181818181818182,0.34375,2,5,0.0,0.2158036858559622,0.1207874361305667,False,few_exemplars,9,5.785684585571289,10.078492164611816
240,FOODS,cereal,CEREALE,35,12,10,CEREALE_quinoa,5,3.8,0.15625,2,6,0.0,0.04563305539416847,0.05541319105947915,False,few_exemplars,9,5.854618549346924,9.024818420410156
238,FOODS,cereal,CEREALE,35,12,10,CEREALE_miglio,4,6.25,0.125,2,9,0.0,0.01540735624425933,0.03817407346678982,False,few_exemplars,9,5.888491153717041,9.94094181060791
244,FURNISHINGS/FITTINGS,meter,METRO,105,10,10,METRO_da sartoria,13,1.461538461538462,0.40625,1,4,0.3125,0.3771835172386706,0.3368947796088251,False,few_exemplars,3,6.24989128112793,11.15092658996582
243,FURNISHINGS/FITTINGS,meter,METRO,105,10,10,METRO_a nastro,12,2.25,0.375,2,3,0.0,0.2898944029182811,0.0984533579868716,False,few_exemplars,3,6.295258045196533,10.665367126464844
245,FURNISHINGS/FITTINGS,meter,METRO,105,10,10,METRO_laser,4,2.0,0.125,1,4,0.0625,0.0801505582526161,0.0801505582526161,False,few_exemplars,3,6.309726715087891,10.264206886291504
246,FURNITURE,dresser,COMÒ,45,4,3,COMÒ_a cassetti,9,1.333333333333333,0.28125,1,2,0.1875,0.2578253031347796,0.1968992665990129,False,few_exemplars,3,6.364932537078857,11.500495910644531
248,FURNITURE,dresser,COMÒ,45,4,3,COMÒ_di legno,8,1.5,0.25,1,3,0.1875,0.2198956352623817,0.1937661777326752,False,few_exemplars,3,6.388582229614258,11.959817886352539
247,FURNITURE,dresser,COMÒ,45,4,3,COMÒ_comodino,10,1.7,0.3125,1,3,0.125,0.2647581023074352,0.1776075840818147,False,few_exemplars,3,6.126829147338867,11.032905578613281
252,HOBBIES,computer,COMPUTER,47,8,2,COMPUTER_portatile,40,1.95,1.25,1,6,0.625,1.185146929309345,0.9189882967231708,False,few_exemplars,4,6.153981685638428,11.170565605163574
249,HOBBIES,computer,COMPUTER,47,8,2,COMPUTER_fisso,29,1.896551724137931,0.90625,1,4,0.21875,0.8431329094786516,0.5112034499180469,False,few_exemplars,4,6.145755767822266,11.152593612670898
251,HOBBIES,computer,COMPUTER,47,8,2,COMPUTER_pc,4,2.25,0.125,1,5,0.0625,0.07847297408072797,0.08321761601655499,False,few_exemplars,4,6.020867824554443,10.434835433959961
250,HOBBIES,computer,COMPUTER,47,8,2,COMPUTER_mini,5,3.8,0.15625,3,6,0.0,0.03701560935668237,0.04835607875112821,False,few_exemplars,4,6.260563373565674,10.876097679138184
253,HOUSING BUILDINGS,living room,SOGGIORNO,159,14,1,SOGGIORNO_open space,6,2.0,0.1875,1,4,0.125,0.1407236595662348,0.1312661777326752,False,few_exemplars,2,6.217539310455322,10.072080612182617
254,HOUSING BUILDINGS,living room,SOGGIORNO,159,14,1,SOGGIORNO_salotto,4,1.5,0.125,1,2,0.0625,0.09153493877255696,0.06876617773267524,False,few_exemplars,2,5.8395843505859375,9.325403213500977
258,KITCHENWARE,colander,SCOLAPASTA,151,12,7,SCOLAPASTA_di plastica,20,1.6,0.625,1,4,0.40625,0.5849961274902714,0.4773302766339982,False,few_exemplars,6,6.026553630828857,9.333517074584961
256,KITCHENWARE,colander,SCOLAPASTA,151,12,7,SCOLAPASTA_di acciaio,17,1.88235294117647,0.53125,1,3,0.15625,0.4701671226196922,0.2547033579868716,False,few_exemplars,6,5.966632843017578,9.24931526184082
257,KITCHENWARE,colander,SCOLAPASTA,151,12,7,SCOLAPASTA_di metallo,5,1.6,0.15625,1,2,0.0625,0.1152535814506521,0.07189926659901286,False,few_exemplars,6,6.190127372741699,9.333640098571777
255,KITCHENWARE,colander,SCOLAPASTA,151,12,7,SCOLAPASTA_con manico,4,4.25,0.125,2,9,0.0,0.03223581944419265,0.06320742111427916,False,few_exemplars,6,6.166378021240234,9.27808666229248
259,KITCHENWARE,colander,SCOLAPASTA,151,12,7,SCOLAPASTA_di silicone,5,2.6,0.15625,2,4,0.0,0.06821638836165059,0.05342971838138213,False,few_exemplars,6,6.185582637786865,9.286273956298828
260,KITCHENWARE,colander,SCOLAPASTA,151,12,7,SCOLAPASTA_pieghevole,6,3.5,0.1875,2,5,0.0,0.06532175812194962,0.05164322983855197,False,few_exemplars,6,5.687819480895996,8.283275604248047
261,PLANTS,sunflower,GIRASOLE,82,2,12,GIRASOLE_giallo,8,1.125,0.25,1,2,0.21875,0.2412484844150604,0.2218830888663376,False,few_exemplars,1,5.767560958862305,10.35279655456543
263,STATIONERY,stapler,SPILLATRICE,162,1,1,SPILLATRICE_tascabile,6,1.833333333333333,0.1875,1,4,0.09375,0.1410670576273003,0.1259180276388946,False,few_exemplars,2,6.144861221313477,9.776026725769043
262,STATIONERY,stapler,SPILLATRICE,162,1,1,SPILLATRICE_manuale,5,1.6,0.15625,1,2,0.0625,0.1152535814506521,0.07189926659901286,False,few_exemplars,2,6.198901176452637,10.6847505569458
264,VEHICLES,van,FURGONE,72,3,5,FURGONE_camperizzato,9,2.666666666666667,0.28125,1,7,0.125,0.1990736289230264,0.1852118010636614,False,few_exemplars,2,6.01120662689209,9.170358657836914
